unique.split,parent.split,host,parent.host
391-SPLIT1,unassigned_region-SPLIT1,391,unassigned_region
472,unassigned_region-SPLIT2,472,unassigned_region
95,unassigned_region-SPLIT2,95,unassigned_region
448,95,448,95
681,unassigned_region-SPLIT2,681,unassigned_region
418,unassigned_region-SPLIT2,418,unassigned_region
194,418,194,418
899,418,899,418
470,unassigned_region-SPLIT3,470,unassigned_region
312-SPLIT1,470,312,470
413-SPLIT1,312-SPLIT2,413,312
182-SPLIT1,413-SPLIT1,182,413
312-SPLIT2,unassigned_region-SPLIT3,312,unassigned_region
403,312-SPLIT2,403,312
182-SPLIT2,312-SPLIT2,182,312
413-SPLIT2,unassigned_region-SPLIT3,413,unassigned_region
620,unassigned_region-SPLIT4,620,unassigned_region
741,unassigned_region-SPLIT4,741,unassigned_region
168,413-SPLIT2,168,413
391-SPLIT2,unassigned_region-SPLIT1,391,unassigned_region
893,391-SPLIT2,893,391
344,391-SPLIT2,344,391
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,391-SPLIT1,unassigned_region,391
unassigned_region-SPLIT3,391-SPLIT2,unassigned_region,391
unassigned_region-SPLIT4,413-SPLIT2,unassigned_region,413
