unique.split,parent.split,host,parent.host
391-SPLIT1,unassigned_region-SPLIT1,391,unassigned_region
893,391-SPLIT1,893,391
344,391-SPLIT1,344,391
681,unassigned_region-SPLIT2,681,unassigned_region
418,unassigned_region-SPLIT2,418,unassigned_region
194,418,194,418
899,418,899,418
472,unassigned_region-SPLIT2,472,unassigned_region
448,95,448,95
95,391-SPLIT1,95,391
470,unassigned_region-SPLIT1,470,unassigned_region
413-SPLIT1,unassigned_region-SPLIT3,413,unassigned_region
168,413-SPLIT1,168,413
620,unassigned_region-SPLIT4,620,unassigned_region
741,unassigned_region-SPLIT4,741,unassigned_region
403-SPLIT1,312,403,312
182-SPLIT1,312,182,312
312,unassigned_region-SPLIT3,312,unassigned_region
413-SPLIT2,312,413,312
413-SPLIT3,unassigned_region-SPLIT5,413,unassigned_region
182-SPLIT2,unassigned_region-SPLIT5,182,unassigned_region
403-SPLIT2,unassigned_region-SPLIT3,403,unassigned_region
391-SPLIT2,unassigned_region-SPLIT1,391,unassigned_region
unassigned_region-SPLIT1,root,unassigned_region,root
unassigned_region-SPLIT2,391-SPLIT1,unassigned_region,391
unassigned_region-SPLIT3,470,unassigned_region,470
unassigned_region-SPLIT4,413-SPLIT1,unassigned_region,413
unassigned_region-SPLIT5,312,unassigned_region,312
